Employee ID,Application,Entitlement Name,Entitlement ID,Access Level
W918401,Accounts Payable,AP-PaymentRun,AP002,Execute
W918401,HR Portal,HRP-TeamView,HRP010,Read
W918401,HR Portal,HRP-Approval,HRP011,Approve
W918401,HR Portal,HRP-BudgetView,HRP012,Read
W918401,Compliance Platform,CMP-EURegulatory,CMP011,Read
W918401,Compliance Platform,CMP-GDPR,CMP012,Read
Y068017,Active Directory,AD-Login,AD001,Read
Y068017,Active Directory,AD-Email,AD002,Read
Y068017,Active Directory,AD-Intranet,AD003,Read
Y068017,HR Portal,HRP-SelfService,HRP001,Read
Y068017,HR Portal,HRP-TimeEntry,HRP002,Write
Y068017,Compliance Training,CT-AnnualCert,CT001,Execute
Y068017,Compliance Platform,CMP-PolicyMgmt,CMP001,Write
Y068017,Compliance Platform,CMP-RegTracker,CMP002,Read
Y068017,Compliance Platform,CMP-SARFiling,CMP003,Execute
Y068017,Compliance Platform,CMP-AuditTrail,CMP004,Read
Y068017,Contract Management,CM-ContractDraft,CM001,Write
Y068017,Contract Management,CM-ContractReview,CM002,Read
Y068017,eDiscovery,ED-Search,ED001,Execute
Y068017,eDiscovery,ED-HoldMgmt,ED002,Write
Y068017,KYC System,KYC-Oversight,KYC020,Read
Y068017,KYC System,KYC-Escalation,KYC021,Write
Y068017,Compliance Platform,CMP-USRegulatory,CMP010,Read
F721898,Active Directory,AD-Login,AD001,Read
F721898,Active Directory,AD-Email,AD002,Read
F721898,Active Directory,AD-Intranet,AD003,Read
F721898,HR Portal,HRP-SelfService,HRP001,Read
F721898,HR Portal,HRP-TimeEntry,HRP002,Write
F721898,Compliance Training,CT-AnnualCert,CT001,Execute
F721898,CRM Platform,CRM-ClientEdit,CRM002,Write
F721898,CRM Platform,CRM-DealPipeline,CRM003,Write
F721898,CRM Platform,CRM-Reports,CRM004,Read
F721898,Credit Analysis System,CAS-CreditView,CAS001,Read
F721898,Credit Analysis System,CAS-CreditScore,CAS002,Execute
F721898,Credit Analysis System,CAS-LimitSet,CAS004,Write
F721898,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
F721898,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
F721898,Transaction Banking Platform,TBP-Payments,TBP003,Execute
F721898,Transaction Banking Platform,TBP-Custody,TBP004,Read
F721898,KYC System,KYC-RiskRating,KYC002,Write
F721898,HR Portal,HRP-TeamView,HRP010,Read
F721898,HR Portal,HRP-Approval,HRP011,Approve
F721898,HR Portal,HRP-BudgetView,HRP012,Read
F721898,HR Portal,HRP-HiringApproval,HRP013,Approve
F721898,Compliance Platform,CMP-EURegulatory,CMP011,Read
F721898,Compliance Platform,CMP-GDPR,CMP012,Read
S235988,Active Directory,AD-Login,AD001,Read
S235988,Active Directory,AD-Email,AD002,Read
S235988,Active Directory,AD-Intranet,AD003,Read
S235988,HR Portal,HRP-SelfService,HRP001,Read
S235988,HR Portal,HRP-TimeEntry,HRP002,Write
S235988,Compliance Training,CT-AnnualCert,CT001,Execute
S235988,HRIS,HRIS-EmpRecords,HRIS001,Write
S235988,HRIS,HRIS-PayrollView,HRIS002,Read
S235988,HRIS,HRIS-PayrollProcess,HRIS003,Execute
S235988,Recruiting Platform,RP-JobPost,RP001,Write
S235988,Recruiting Platform,RP-CandidateReview,RP002,Read
S235988,Recruiting Platform,RP-OfferMgmt,RP003,Write
S235988,Learning Management,LMS-CourseAdmin,LMS001,Admin
S235988,Learning Management,LMS-ContentCreate,LMS002,Write
S235988,Learning Management,LMS-ReportView,LMS003,Read
S235988,Performance System,PS-GoalSetting,PS001,Write
S235988,Performance System,PS-ReviewAdmin,PS002,Admin
S235988,HR Portal,HRP-TeamView,HRP010,Read
S235988,HR Portal,HRP-Approval,HRP011,Approve
S235988,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
O361431,Active Directory,AD-Login,AD001,Read
O361431,Active Directory,AD-Intranet,AD003,Read
O361431,HR Portal,HRP-SelfService,HRP001,Read
O361431,HR Portal,HRP-TimeEntry,HRP002,Write
O361431,Compliance Training,CT-AnnualCert,CT001,Execute
O361431,Enterprise Risk Platform,ERP-RiskDashboard,ERP001,Read
O361431,Enterprise Risk Platform,ERP-RiskAssessment,ERP002,Write
O361431,Enterprise Risk Platform,ERP-ModelValidation,ERP004,Execute
O361431,Credit Risk System,CRS-PortfolioView,CRS001,Read
O361431,Operational Risk System,ORS-RCSA,ORS002,Write
O361431,Operational Risk System,ORS-KRI,ORS003,Read
O361431,Compliance Training,CT-RiskCert,CT010,Execute
O361431,Compliance Platform,CMP-APACRegulatory,CMP013,Read
Z453648,Active Directory,AD-Login,AD001,Read
Z453648,Active Directory,AD-Email,AD002,Read
Z453648,Active Directory,AD-Intranet,AD003,Read
Z453648,HR Portal,HRP-SelfService,HRP001,Read
Z453648,HR Portal,HRP-TimeEntry,HRP002,Write
Z453648,Compliance Training,CT-AnnualCert,CT001,Execute
Z453648,Wealth Platform,WP-ClientPortfolio,WP001,Read
Z453648,Wealth Platform,WP-InvestAdvice,WP002,Write
Z453648,Wealth Platform,WP-OrderExec,WP003,Execute
Z453648,Wealth Platform,WP-FinancialPlan,WP004,Write
Z453648,Trust System,TS-TrustAdmin,TS001,Read
Z453648,Trust System,TS-EstatePlan,TS002,Write
Z453648,Trust System,TS-Fiduciary,TS003,Execute
Z453648,CRM Platform,CRM-HNWClient,CRM020,Read
Z453648,CRM Platform,CRM-UHNWClient,CRM021,Read
Z453648,CRM Platform,CRM-Referrals,CRM022,Write
Z453648,KYC System,KYC-WealthDueDiligence,KYC010,Read
Z453648,KYC System,KYC-SourceOfWealth,KYC011,Write
Z453648,HR Portal,HRP-TeamView,HRP010,Read
Z453648,HR Portal,HRP-Approval,HRP011,Approve
Z453648,Compliance Platform,CMP-APACRegulatory,CMP013,Read
F571961,Active Directory,AD-Login,AD001,Read
F571961,Active Directory,AD-Email,AD002,Read
F571961,Active Directory,AD-Intranet,AD003,Read
F571961,HR Portal,HRP-SelfService,HRP001,Read
F571961,HR Portal,HRP-TimeEntry,HRP002,Write
F571961,Compliance Training,CT-AnnualCert,CT001,Execute
F571961,Compliance Platform,CMP-RegTracker,CMP002,Read
F571961,Compliance Platform,CMP-SARFiling,CMP003,Execute
F571961,Compliance Platform,CMP-AuditTrail,CMP004,Read
F571961,Contract Management,CM-ContractReview,CM002,Read
F571961,eDiscovery,ED-HoldMgmt,ED002,Write
F571961,KYC System,KYC-Oversight,KYC020,Read
F571961,KYC System,KYC-Escalation,KYC021,Write
F571961,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
L598372,Active Directory,AD-Login,AD001,Read
L598372,Active Directory,AD-Email,AD002,Read
L598372,Active Directory,AD-Intranet,AD003,Read
L598372,HR Portal,HRP-SelfService,HRP001,Read
L598372,HR Portal,HRP-TimeEntry,HRP002,Write
L598372,Compliance Training,CT-AnnualCert,CT001,Execute
L598372,Strategy Platform,SP-CompetitorIntel,SP002,Read
L598372,Strategy Platform,SP-StrategyDocs,SP003,Write
L598372,M&A Platform,MA-DealRoom,MA001,Read
L598372,M&A Platform,MA-Valuation,MA002,Execute
L598372,M&A Platform,MA-DueDiligence,MA003,Write
L598372,IR Platform,IR-Filings,IR001,Write
L598372,IR Platform,IR-InvestorComms,IR002,Write
L598372,Financial Reporting,FR-StratReports,FR010,Read
L598372,HR Portal,HRP-TeamView,HRP010,Read
L598372,HR Portal,HRP-Approval,HRP011,Approve
L598372,HR Portal,HRP-BudgetView,HRP012,Read
L598372,HR Portal,HRP-HiringApproval,HRP013,Approve
L598372,Financial Reporting,FR-ExecDashboard,FR020,Read
L598372,Compliance Platform,CMP-GDPR,CMP012,Read
Z413272,Active Directory,AD-Login,AD001,Read
Z413272,Active Directory,AD-Email,AD002,Read
Z413272,Active Directory,AD-Intranet,AD003,Read
Z413272,HR Portal,HRP-SelfService,HRP001,Read
Z413272,HR Portal,HRP-TimeEntry,HRP002,Write
Z413272,Compliance Training,CT-AnnualCert,CT001,Execute
Z413272,Compliance Platform,CMP-RegTracker,CMP002,Read
Z413272,Contract Management,CM-ContractDraft,CM001,Write
Z413272,Contract Management,CM-ContractReview,CM002,Read
Z413272,Contract Management,CM-ContractApprove,CM003,Approve
Z413272,eDiscovery,ED-Search,ED001,Execute
Z413272,KYC System,KYC-Oversight,KYC020,Read
Z413272,HR Portal,HRP-TeamView,HRP010,Read
Z413272,HR Portal,HRP-Approval,HRP011,Approve
Z413272,HR Portal,HRP-BudgetView,HRP012,Read
Z413272,HR Portal,HRP-HiringApproval,HRP013,Approve
Z413272,Financial Reporting,FR-ExecDashboard,FR020,Read
A759053,Active Directory,AD-Login,AD001,Read
A759053,Active Directory,AD-Email,AD002,Read
A759053,Active Directory,AD-Intranet,AD003,Read
A759053,HR Portal,HRP-SelfService,HRP001,Read
A759053,HR Portal,HRP-TimeEntry,HRP002,Write
A759053,Compliance Training,CT-AnnualCert,CT001,Execute
A759053,Wealth Platform,WP-ClientPortfolio,WP001,Read
A759053,Wealth Platform,WP-InvestAdvice,WP002,Write
A759053,Wealth Platform,WP-OrderExec,WP003,Execute
A759053,Wealth Platform,WP-FinancialPlan,WP004,Write
A759053,Trust System,TS-TrustAdmin,TS001,Read
A759053,Trust System,TS-EstatePlan,TS002,Write
A759053,CRM Platform,CRM-HNWClient,CRM020,Read
A759053,CRM Platform,CRM-UHNWClient,CRM021,Read
A759053,CRM Platform,CRM-Referrals,CRM022,Write
A759053,KYC System,KYC-WealthDueDiligence,KYC010,Read
A759053,KYC System,KYC-SourceOfWealth,KYC011,Write
A759053,HR Portal,HRP-TeamView,HRP010,Read
A759053,HR Portal,HRP-Approval,HRP011,Approve
A759053,HR Portal,HRP-BudgetView,HRP012,Read
A759053,HR Portal,HRP-HiringApproval,HRP013,Approve
A759053,Compliance Platform,CMP-EURegulatory,CMP011,Read
A759053,Compliance Platform,CMP-GDPR,CMP012,Read
M209549,Active Directory,AD-Login,AD001,Read
M209549,Active Directory,AD-Email,AD002,Read
M209549,Active Directory,AD-Intranet,AD003,Read
M209549,HR Portal,HRP-SelfService,HRP001,Read
M209549,HR Portal,HRP-TimeEntry,HRP002,Write
M209549,Compliance Training,CT-AnnualCert,CT001,Execute
M209549,Compliance Platform,CMP-RegTracker,CMP002,Read
M209549,Compliance Platform,CMP-SARFiling,CMP003,Execute
M209549,Compliance Platform,CMP-AuditTrail,CMP004,Read
M209549,Contract Management,CM-ContractDraft,CM001,Write
M209549,Contract Management,CM-ContractReview,CM002,Read
M209549,eDiscovery,ED-Search,ED001,Execute
M209549,eDiscovery,ED-HoldMgmt,ED002,Write
M209549,KYC System,KYC-Oversight,KYC020,Read
M209549,KYC System,KYC-Escalation,KYC021,Write
M209549,Compliance Platform,CMP-USRegulatory,CMP010,Read
M209549,Compliance Training,CT-RiskCert,CT010,Execute
L413160,Active Directory,AD-Login,AD001,Read
L413160,Active Directory,AD-Email,AD002,Read
L413160,Active Directory,AD-Intranet,AD003,Read
L413160,HR Portal,HRP-SelfService,HRP001,Read
L413160,HR Portal,HRP-TimeEntry,HRP002,Write
L413160,Compliance Training,CT-AnnualCert,CT001,Execute
L413160,Enterprise Risk Platform,ERP-RiskDashboard,ERP001,Read
L413160,Enterprise Risk Platform,ERP-RiskAssessment,ERP002,Write
L413160,Enterprise Risk Platform,ERP-RiskApproval,ERP003,Approve
L413160,Enterprise Risk Platform,ERP-ModelValidation,ERP004,Execute
L413160,Credit Risk System,CRS-PortfolioView,CRS001,Read
L413160,Credit Risk System,CRS-LossModel,CRS002,Execute
L413160,Credit Risk System,CRS-Provisioning,CRS003,Write
L413160,Operational Risk System,ORS-IncidentLog,ORS001,Write
L413160,Operational Risk System,ORS-RCSA,ORS002,Write
L413160,Operational Risk System,ORS-KRI,ORS003,Read
L413160,Operational Risk System,ORS-ThirdParty,ORS004,Read
L413160,HR Portal,HRP-TeamView,HRP010,Read
L413160,HR Portal,HRP-Approval,HRP011,Approve
L413160,HR Portal,HRP-BudgetView,HRP012,Read
L413160,Compliance Platform,CMP-APACRegulatory,CMP013,Read
H044780,Active Directory,AD-Login,AD001,Read
H044780,Active Directory,AD-Intranet,AD003,Read
H044780,HR Portal,HRP-SelfService,HRP001,Read
H044780,HR Portal,HRP-TimeEntry,HRP002,Write
H044780,Compliance Training,CT-AnnualCert,CT001,Execute
H044780,Trading Platform,TP-RatesTrading,TP002,Execute
H044780,Trading Platform,TP-CreditTrading,TP003,Execute
H044780,Trading Platform,TP-EquityTrading,TP004,Execute
H044780,Risk Analytics,RA-MarketRisk,RA001,Read
H044780,Risk Analytics,RA-VaR,RA002,Execute
H044780,Treasury Management,TM-ALM,TM001,Read
H044780,Treasury Management,TM-Liquidity,TM002,Read
H044780,Treasury Management,TM-FundTransfer,TM003,Execute
H044780,Bloomberg Terminal,BT-MarketData,BT001,Read
H044780,Bloomberg Terminal,BT-Analytics,BT002,Execute
H044780,Compliance Platform,CMP-USRegulatory,CMP010,Read
O758901,Active Directory,AD-Login,AD001,Read
O758901,Active Directory,AD-Email,AD002,Read
O758901,Active Directory,AD-Intranet,AD003,Read
O758901,HR Portal,HRP-SelfService,HRP001,Read
O758901,HR Portal,HRP-TimeEntry,HRP002,Write
O758901,Compliance Training,CT-AnnualCert,CT001,Execute
O758901,HRIS,HRIS-PayrollView,HRIS002,Read
O758901,HRIS,HRIS-PayrollProcess,HRIS003,Execute
O758901,HRIS,HRIS-Benefits,HRIS004,Write
O758901,Recruiting Platform,RP-JobPost,RP001,Write
O758901,Recruiting Platform,RP-CandidateReview,RP002,Read
O758901,Learning Management,LMS-ContentCreate,LMS002,Write
O758901,Learning Management,LMS-ReportView,LMS003,Read
O758901,Performance System,PS-GoalSetting,PS001,Write
O758901,HR Portal,HRP-Approval,HRP011,Approve
O758901,HR Portal,HRP-BudgetView,HRP012,Read
O758901,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
F651840,Active Directory,AD-Login,AD001,Read
F651840,Active Directory,AD-Email,AD002,Read
F651840,Active Directory,AD-Intranet,AD003,Read
F651840,HR Portal,HRP-SelfService,HRP001,Read
F651840,HR Portal,HRP-TimeEntry,HRP002,Write
F651840,Compliance Training,CT-AnnualCert,CT001,Execute
F651840,Compliance Platform,CMP-PolicyMgmt,CMP001,Write
F651840,Compliance Platform,CMP-RegTracker,CMP002,Read
F651840,Compliance Platform,CMP-AuditTrail,CMP004,Read
F651840,Contract Management,CM-ContractDraft,CM001,Write
F651840,Contract Management,CM-ContractReview,CM002,Read
F651840,eDiscovery,ED-Search,ED001,Execute
F651840,eDiscovery,ED-HoldMgmt,ED002,Write
F651840,KYC System,KYC-Oversight,KYC020,Read
F651840,KYC System,KYC-Escalation,KYC021,Write
F651840,Compliance Platform,CMP-USRegulatory,CMP010,Read
W364237,Active Directory,AD-Login,AD001,Read
W364237,Active Directory,AD-Email,AD002,Read
W364237,Active Directory,AD-Intranet,AD003,Read
W364237,HR Portal,HRP-SelfService,HRP001,Read
W364237,HR Portal,HRP-TimeEntry,HRP002,Write
W364237,Compliance Training,CT-AnnualCert,CT001,Execute
W364237,HRIS,HRIS-EmpRecords,HRIS001,Write
W364237,HRIS,HRIS-PayrollView,HRIS002,Read
W364237,HRIS,HRIS-PayrollProcess,HRIS003,Execute
W364237,HRIS,HRIS-Benefits,HRIS004,Write
W364237,Recruiting Platform,RP-JobPost,RP001,Write
W364237,Recruiting Platform,RP-CandidateReview,RP002,Read
W364237,Recruiting Platform,RP-OfferMgmt,RP003,Write
W364237,Learning Management,LMS-ContentCreate,LMS002,Write
W364237,Learning Management,LMS-ReportView,LMS003,Read
W364237,Performance System,PS-GoalSetting,PS001,Write
W364237,Performance System,PS-ReviewAdmin,PS002,Admin
W364237,HR Portal,HRP-TeamView,HRP010,Read
W364237,Compliance Platform,CMP-EURegulatory,CMP011,Read
W364237,Compliance Platform,CMP-GDPR,CMP012,Read
G104065,Active Directory,AD-Login,AD001,Read
G104065,Active Directory,AD-Email,AD002,Read
G104065,Active Directory,AD-Intranet,AD003,Read
G104065,HR Portal,HRP-SelfService,HRP001,Read
G104065,HR Portal,HRP-TimeEntry,HRP002,Write
G104065,Compliance Training,CT-AnnualCert,CT001,Execute
G104065,CRM Platform,CRM-ClientView,CRM001,Read
G104065,CRM Platform,CRM-DealPipeline,CRM003,Write
G104065,CRM Platform,CRM-Reports,CRM004,Read
G104065,Credit Analysis System,CAS-CreditView,CAS001,Read
G104065,Credit Analysis System,CAS-CreditScore,CAS002,Execute
G104065,Credit Analysis System,CAS-LimitSet,CAS004,Write
G104065,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
G104065,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
G104065,Transaction Banking Platform,TBP-Payments,TBP003,Execute
G104065,Transaction Banking Platform,TBP-Custody,TBP004,Read
G104065,KYC System,KYC-ClientDueDiligence,KYC001,Read
G104065,KYC System,KYC-RiskRating,KYC002,Write
G104065,Compliance Platform,CMP-EURegulatory,CMP011,Read
G104065,Compliance Platform,CMP-GDPR,CMP012,Read
G104065,ServiceNow,SN-IncidentMgmt,SN001,Write
G104065,ServiceNow,SN-ChangeMgmt,SN002,Write
R560172,Active Directory,AD-Login,AD001,Read
R560172,Active Directory,AD-Email,AD002,Read
R560172,Active Directory,AD-Intranet,AD003,Read
R560172,HR Portal,HRP-SelfService,HRP001,Read
R560172,HR Portal,HRP-TimeEntry,HRP002,Write
R560172,Compliance Training,CT-AnnualCert,CT001,Execute
R560172,Core Banking System,CBS-AccountView,CBS001,Read
R560172,Core Banking System,CBS-AccountOpen,CBS002,Write
R560172,Core Banking System,CBS-LoanOriginate,CBS003,Write
R560172,Digital Banking Platform,DBP-MobileConfig,DBP001,Write
R560172,Digital Banking Platform,DBP-CardMgmt,DBP003,Write
R560172,CRM Platform,CRM-RetailClient,CRM010,Read
R560172,CRM Platform,CRM-SBBClient,CRM011,Read
R560172,CRM Platform,CRM-Campaigns,CRM012,Write
R560172,Collections System,COL-Workout,COL002,Write
R560172,Compliance Platform,CMP-EURegulatory,CMP011,Read
G081183,Active Directory,AD-Login,AD001,Read
G081183,Active Directory,AD-Email,AD002,Read
G081183,Active Directory,AD-Intranet,AD003,Read
G081183,HR Portal,HRP-SelfService,HRP001,Read
G081183,HR Portal,HRP-TimeEntry,HRP002,Write
G081183,Compliance Training,CT-AnnualCert,CT001,Execute
G081183,Strategy Platform,SP-MarketAnalysis,SP001,Read
G081183,Strategy Platform,SP-CompetitorIntel,SP002,Read
G081183,M&A Platform,MA-DealRoom,MA001,Read
G081183,M&A Platform,MA-Valuation,MA002,Execute
G081183,M&A Platform,MA-DueDiligence,MA003,Write
G081183,IR Platform,IR-InvestorComms,IR002,Write
G081183,IR Platform,IR-ESGReporting,IR003,Write
G081183,HR Portal,HRP-TeamView,HRP010,Read
G081183,HR Portal,HRP-Approval,HRP011,Approve
G081183,HR Portal,HRP-BudgetView,HRP012,Read
G081183,HR Portal,HRP-HiringApproval,HRP013,Approve
G081183,Financial Reporting,FR-ExecDashboard,FR020,Read
G081183,Compliance Platform,CMP-EURegulatory,CMP011,Read
G081183,Compliance Platform,CMP-GDPR,CMP012,Read
P383062,Active Directory,AD-Login,AD001,Read
P383062,Active Directory,AD-Email,AD002,Read
P383062,Active Directory,AD-Intranet,AD003,Read
P383062,HR Portal,HRP-SelfService,HRP001,Read
P383062,HR Portal,HRP-TimeEntry,HRP002,Write
P383062,Compliance Training,CT-AnnualCert,CT001,Execute
P383062,Enterprise Risk Platform,ERP-RiskDashboard,ERP001,Read
P383062,Enterprise Risk Platform,ERP-ModelValidation,ERP004,Execute
P383062,Credit Risk System,CRS-PortfolioView,CRS001,Read
P383062,Credit Risk System,CRS-LossModel,CRS002,Execute
P383062,Credit Risk System,CRS-Provisioning,CRS003,Write
P383062,Operational Risk System,ORS-IncidentLog,ORS001,Write
P383062,Operational Risk System,ORS-KRI,ORS003,Read
P383062,Operational Risk System,ORS-ThirdParty,ORS004,Read
P383062,Compliance Training,CT-RiskCert,CT010,Execute
P383062,Compliance Platform,CMP-EURegulatory,CMP011,Read
L188734,Active Directory,AD-Login,AD001,Read
L188734,Active Directory,AD-Email,AD002,Read
L188734,Active Directory,AD-Intranet,AD003,Read
L188734,HR Portal,HRP-SelfService,HRP001,Read
L188734,HR Portal,HRP-TimeEntry,HRP002,Write
L188734,Compliance Training,CT-AnnualCert,CT001,Execute
L188734,General Ledger,GL-JournalEntry,GL001,Write
L188734,General Ledger,GL-AccountRecon,GL003,Write
L188734,General Ledger,GL-TrialBalance,GL004,Read
L188734,Financial Reporting,FR-MgmtReports,FR001,Read
L188734,Financial Reporting,FR-RegReports,FR002,Read
L188734,Financial Reporting,FR-Consolidation,FR003,Execute
L188734,Budget System,BS-BudgetEntry,BS001,Write
L188734,Budget System,BS-Forecast,BS002,Write
L188734,Budget System,BS-Variance,BS003,Read
L188734,Accounts Payable,AP-InvoiceEntry,AP001,Write
L188734,Accounts Payable,AP-PaymentRun,AP002,Execute
L188734,Compliance Platform,CMP-APACRegulatory,CMP013,Read
D995026,Active Directory,AD-Login,AD001,Read
D995026,Active Directory,AD-Email,AD002,Read
D995026,Active Directory,AD-Intranet,AD003,Read
D995026,HR Portal,HRP-SelfService,HRP001,Read
D995026,HR Portal,HRP-TimeEntry,HRP002,Write
D995026,Compliance Training,CT-AnnualCert,CT001,Execute
D995026,Core Banking System,CBS-AccountView,CBS001,Read
D995026,Core Banking System,CBS-AccountOpen,CBS002,Write
D995026,Core Banking System,CBS-LoanOriginate,CBS003,Write
D995026,Digital Banking Platform,DBP-MobileConfig,DBP001,Write
D995026,CRM Platform,CRM-RetailClient,CRM010,Read
D995026,CRM Platform,CRM-SBBClient,CRM011,Read
D995026,CRM Platform,CRM-Campaigns,CRM012,Write
D995026,Collections System,COL-DelinqView,COL001,Read
D995026,Collections System,COL-Workout,COL002,Write
D995026,Compliance Platform,CMP-USRegulatory,CMP010,Read
X878008,Active Directory,AD-Login,AD001,Read
X878008,Active Directory,AD-Email,AD002,Read
X878008,Active Directory,AD-Intranet,AD003,Read
X878008,HR Portal,HRP-SelfService,HRP001,Read
X878008,HR Portal,HRP-TimeEntry,HRP002,Write
X878008,Compliance Training,CT-AnnualCert,CT001,Execute
X878008,General Ledger,GL-JournalEntry,GL001,Write
X878008,General Ledger,GL-JournalApprove,GL002,Approve
X878008,General Ledger,GL-AccountRecon,GL003,Write
X878008,General Ledger,GL-TrialBalance,GL004,Read
X878008,Financial Reporting,FR-MgmtReports,FR001,Read
X878008,Financial Reporting,FR-RegReports,FR002,Read
X878008,Financial Reporting,FR-Consolidation,FR003,Execute
X878008,Budget System,BS-BudgetEntry,BS001,Write
X878008,Budget System,BS-Forecast,BS002,Write
X878008,Budget System,BS-Variance,BS003,Read
X878008,Accounts Payable,AP-InvoiceEntry,AP001,Write
X878008,Accounts Payable,AP-PaymentRun,AP002,Execute
X878008,HR Portal,HRP-TeamView,HRP010,Read
X878008,HR Portal,HRP-Approval,HRP011,Approve
X878008,HR Portal,HRP-HiringApproval,HRP013,Approve
X878008,CRM Platform,CRM-HNWClient,CRM020,Read
X878008,CRM Platform,CRM-UHNWClient,CRM021,Read
G673688,Active Directory,AD-Login,AD001,Read
G673688,Active Directory,AD-Intranet,AD003,Read
G673688,HR Portal,HRP-SelfService,HRP001,Read
G673688,HR Portal,HRP-TimeEntry,HRP002,Write
G673688,Compliance Training,CT-AnnualCert,CT001,Execute
G673688,Wealth Platform,WP-ClientPortfolio,WP001,Read
G673688,Wealth Platform,WP-InvestAdvice,WP002,Write
G673688,Wealth Platform,WP-FinancialPlan,WP004,Write
G673688,Trust System,TS-TrustAdmin,TS001,Read
G673688,Trust System,TS-EstatePlan,TS002,Write
G673688,Trust System,TS-Fiduciary,TS003,Execute
G673688,CRM Platform,CRM-HNWClient,CRM020,Read
G673688,CRM Platform,CRM-UHNWClient,CRM021,Read
G673688,CRM Platform,CRM-Referrals,CRM022,Write
G673688,KYC System,KYC-WealthDueDiligence,KYC010,Read
G673688,KYC System,KYC-SourceOfWealth,KYC011,Write
G673688,Compliance Platform,CMP-USRegulatory,CMP010,Read
X210664,Active Directory,AD-Login,AD001,Read
X210664,Active Directory,AD-Email,AD002,Read
X210664,Active Directory,AD-Intranet,AD003,Read
X210664,HR Portal,HRP-SelfService,HRP001,Read
X210664,HR Portal,HRP-TimeEntry,HRP002,Write
X210664,Compliance Training,CT-AnnualCert,CT001,Execute
X210664,HRIS,HRIS-EmpRecords,HRIS001,Write
X210664,HRIS,HRIS-PayrollView,HRIS002,Read
X210664,HRIS,HRIS-PayrollProcess,HRIS003,Execute
X210664,HRIS,HRIS-Benefits,HRIS004,Write
X210664,Recruiting Platform,RP-JobPost,RP001,Write
X210664,Recruiting Platform,RP-CandidateReview,RP002,Read
X210664,Recruiting Platform,RP-OfferMgmt,RP003,Write
X210664,Learning Management,LMS-ContentCreate,LMS002,Write
X210664,Learning Management,LMS-ReportView,LMS003,Read
X210664,Performance System,PS-GoalSetting,PS001,Write
X210664,Compliance Platform,CMP-EURegulatory,CMP011,Read
X210664,Compliance Platform,CMP-GDPR,CMP012,Read
D910360,Active Directory,AD-Login,AD001,Read
D910360,Active Directory,AD-Email,AD002,Read
D910360,Active Directory,AD-Intranet,AD003,Read
D910360,HR Portal,HRP-SelfService,HRP001,Read
D910360,HR Portal,HRP-TimeEntry,HRP002,Write
D910360,General Ledger,GL-JournalEntry,GL001,Write
D910360,General Ledger,GL-TrialBalance,GL004,Read
D910360,Financial Reporting,FR-MgmtReports,FR001,Read
D910360,Financial Reporting,FR-RegReports,FR002,Read
D910360,Financial Reporting,FR-Consolidation,FR003,Execute
D910360,Budget System,BS-BudgetEntry,BS001,Write
D910360,Budget System,BS-Forecast,BS002,Write
D910360,Budget System,BS-Variance,BS003,Read
D910360,Accounts Payable,AP-InvoiceEntry,AP001,Write
D910360,Accounts Payable,AP-PaymentRun,AP002,Execute
D910360,Compliance Platform,CMP-EURegulatory,CMP011,Read
D910360,Compliance Platform,CMP-GDPR,CMP012,Read
J113218,Active Directory,AD-Login,AD001,Read
J113218,Active Directory,AD-Email,AD002,Read
J113218,Active Directory,AD-Intranet,AD003,Read
J113218,HR Portal,HRP-SelfService,HRP001,Read
J113218,HR Portal,HRP-TimeEntry,HRP002,Write
J113218,Compliance Training,CT-AnnualCert,CT001,Execute
J113218,Wealth Platform,WP-ClientPortfolio,WP001,Read
J113218,Wealth Platform,WP-InvestAdvice,WP002,Write
J113218,Wealth Platform,WP-OrderExec,WP003,Execute
J113218,Wealth Platform,WP-FinancialPlan,WP004,Write
J113218,Trust System,TS-TrustAdmin,TS001,Read
J113218,Trust System,TS-EstatePlan,TS002,Write
J113218,Trust System,TS-Fiduciary,TS003,Execute
J113218,CRM Platform,CRM-HNWClient,CRM020,Read
J113218,CRM Platform,CRM-Referrals,CRM022,Write
J113218,KYC System,KYC-WealthDueDiligence,KYC010,Read
J113218,KYC System,KYC-SourceOfWealth,KYC011,Write
J113218,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
S352738,Active Directory,AD-Login,AD001,Read
S352738,Active Directory,AD-Email,AD002,Read
S352738,Active Directory,AD-Intranet,AD003,Read
S352738,HR Portal,HRP-SelfService,HRP001,Read
S352738,HR Portal,HRP-TimeEntry,HRP002,Write
S352738,Compliance Training,CT-AnnualCert,CT001,Execute
S352738,ServiceNow,SN-IncidentMgmt,SN001,Write
S352738,ServiceNow,SN-ChangeMgmt,SN002,Write
S352738,ServiceNow,SN-ProblemMgmt,SN003,Write
S352738,ServiceNow,SN-AssetMgmt,SN004,Read
S352738,CI/CD Platform,CICD-Build,CICD001,Execute
S352738,CI/CD Platform,CICD-Deploy,CICD002,Execute
